id igralca,ime,vloga
0371924,Stan Haze,Field Singer
0426665,John Dennis Johnston,Man at Cockfight
0775870,John Schuck,Ordell
0001313,George Hamilton,Stephen Bennett
0737967,Roxie Roker,Melissa
0745780,Richard Roundtree,Sam Bennett
0413495,Elma V. Jackson,Mama Ada
0709917,Lillian Randolph,Sister Sara
0205369,Davis Roberts,Leonard
0565982,Doug McClure,Jemmy Brent
0001807,Cicely Tyson,Binta
0028877,Tina Andrews,Aurelia
0858808,Ernest Thomas,Kailuba
0919710,Ann Weldon,Mary
1929429,Rebecca Bess,Girl on Ship
0184488,Fred Covington,Auctioneer
0234154,Joe Dorsey,Calvert
0001397,Brion James,Slaver
0519249,Rachel Longaker,Caroline
0325097,Tracey Gold,Young Missy Reynolds
0189144,David Cross,Various
0644022,Bob Odenkirk,Himself - Host
0257890,John Ennis,Various
0426678,Jay Johnston,Various
0006670,Paul F. Tompkins,Various
0848154,Jill Talley,Various
0655951,Brett Paesel,Various
0692634,Brian Posehn,Various
0444786,Tom Kenny,Various
0644021,Bill Odenkirk,Various
6087845,Janette Andrade,1995-1998
0453022,Karen Kilgariff,Various
0692040,BJ Porter,Various
0821786,Dino Stamatopoulos,Various
0765815,Nozomu Sasaki,Yûsuke Urameshi
1037430,Justin Cook,Yusuke Urameshi (FUNimation dub)
0754526,Christopher Sabat,Kazuma Kuwabara (FUNimation dub)
0157133,Shigeru Chiba,Kazuma Kuwabara
0594552,Sanae Miyuki,Botan
1154161,Laura Bailey,Keiko Yukimura (FUNimation dub)
0186528,Cynthia Cranz,Botan (FUNimation dub)
0931060,Kent Williams,Narrator (FUNimation dub)
4439760,Sarah Hauser,Botan (Animax Asia dub)
2801835,Candice Moore,Koenma
0632770,Tomomichi Nishimura,Narration
3638941,Darren Pleavin,Yusuke Urameshi (Animax Asia dub)
5950427,Rick Thomas,Narrator (Animax Asia dub)
1161143,Russell Wait,Kazuma Kuwabara (Animax Asia dub)
0399321,Chuck Huber,Hiei (FUNimation dub)
0387033,Nobuyuki Hiyama,Hiei
4439668,Dave Bridges,Hiei (Animax Asia dub)
1234565,Sean Teague,Koenma
4439702,Andrea Kwan,Shizuru Kuwabara (Animax Asia dub)
0121423,John Burgmeier,Kurama
0949825,Linda Young,Genkai
1365213,Kasey Buckley,Shizuru Kuwabara
0080115,Sergey Bezrukov,Sasha Belov
1282927,Dmitriy Dyuzhev,Kosmos
1285135,Pavel Maykov,Pchela
1284690,Vladimir Vdovichenkov,Fil
1285394,Ekaterina Guseva,Olya
0659521,Andrey Panin,Detective
0854368,Valentina Telichkina,Sasha Belov's Mom
0470385,Aleksey Kravchenko,Vvedensky
1482612,Aleksandr Vysokovskiy,Maks
1115009,Mariya Poroshina,Toma
0847594,Junko Takeuchi,Naruto Uzumaki
0281068,Maile Flanagan,Naruto Uzumaki
1468944,Chie Nakamura,Sakura Haruno
0409287,Kazuhiko Inoue,Kakashi Hatake
1512156,Kate Higgins,Sakura Haruno
1043186,Dave Wittenberg,Kakashi Hatake
1617276,Noriaki Sugiyama,Sasuke Uchiha
0441534,Masako Katsuki,"Tsunade, The Fifth Hokage"
0461746,Sidse Babett Knudsen,Birgitte Nyborg
2171898,Birgitte Hjort Sørensen,Katrine Fønsmark
3664096,Emil Poulsen,Magnus Christensen
3728308,Freja Riemann,Laura Christensen
0540038,Søren Malling,Torben Friis
0505734,Thomas Levin,Ulrik Mørch
1561982,Pilou Asbæk,Kasper Juul
0360678,Benedikte Hansen,Hanne Holm
0083616,Mikael Birkkjær,Philip Christensen
3420188,Anders Juul,Simon Bech
1295570,Lisbeth Wulff,Pia Munk
1540024,Kasper Lange,Dan
0461847,Lars Knutzon,Bent Sejrø
0816868,Søren Spanning,Lars Hesselboe
4624314,Christoph Bastrup,Journalist
0456778,Morten Kirkskov,Niels Erik Lund
0377580,Bjarne Henriksen,Hans Christian Thorsen
0616910,Peter Mygind,Michael Laugesen
0857663,Ole Thestrup,Svend Åge Saltum
1111444,Iben Dorner,Sanne
0153002,Craig Charles,Dave Lister
0424253,Danny John-Jules,The Cat
0057368,Chris Barrie,Arnold Rimmer
0515753,Robert Llewellyn,Kryten
0433495,Ernst-Hugo Järegård,Stig Helmer
0738231,Kirsten Rolffes,Sigrid Drusse
0360856,Holger Juul Hansen,Einar Moesgaard
0683587,Søren Pilmark,Jørgen Krogshøj
0639152,Ghita Nørby,Rigmor Mortensen
0645663,Jens Okking,Bulder Harly Drusse
0104596,Otto Brandenburg,Hansen
0654070,Baard Owe,Palle Bondo
0704644,Birgitte Raaberg,Judith Petersen
0616910,Peter Mygind,Morten 'Mogge' Moesgaard
0421730,Vita Jensen,Opvasker #1
0498974,Morten Rotne Leffers,Opvasker #2
0001424,Udo Kier,Lillebror
0673670,Holger Perfort,Professor Ulrich
0159836,Laura Christensen,Mona Jensen
0092314,Ole Boisen,Christian
0432716,Ruth Junker,Opvasker #1
0319694,Peter Gilsfort,Opvasker #2
0170396,Ulrik Cold,Narrator
0255812,Søren Elung Jensen,Læge
0294749,Louise Fribo,Sanne
0406185,Paul Hüttel,Steenbæk
0917463,Klaus Wegener,Skadestuelæge
0450483,Annette Ketscher,Skadestuesygeplejerske
0687558,Mette Munk Plum,Monas mor
0927691,Julie Wieth,Sygeplejerske ved Mona
0869855,Birte Tove,Sygeplejerske på neurokirurgisk
0406056,Solbjørg Højfeldt,Camilla
0917186,Erik Wedersøe,Ole
0421473,Henning Jensen,Bob
0247940,Annevig Schelde Ebbe,Mary Krüger
0826540,Tomas Stender,Medicinstuderende
0632890,Claus Nissen,Jensen
0627023,Birthe Neumann,Fru Svendsen
0353990,John Hahn-Petersen,Nivesen
0501687,Søren Lenander,Vagt
0801118,Michael Simpson,Dyrepasser i dyrelaboratoriet
4041386,Evald Krog,Lillebror
0775731,Lise Schrøder,Sygeplejerske
0462724,Henrik Koefoed,Læge ved CTR-skanner
0545765,Mette Marckmann,Ung sygeplejerske
0260646,Bente Eskesen,Sygeplejerske på neurokirurgisk
0676805,Dorit Stender Petersen,Sygeplejerske
0105411,Cecilie Brask,Kvinde i terapi
0360681,Benny Hansen,Chauffør i radioen
0052051,Nis Bank-Mikkelsen,Hospitalspræst
3865175,Müslie,Bongo
0899401,Helle Virkner,Emma Mogensen
0526820,Lars Lunøe,Sundhedsminister
0367112,Peter Hartmann,Flyttemand
0585704,Tine Miehe-Renard,Natsygeplejerske
0443502,Dick Kaysø,Vagtmester
0085063,Michelle Bjørn-Andersen,Børnelæge
0630800,Finn Nielsen,Madsen
0676808,Else Petersen,Patient på Ellens stue
0276771,Henrik Fiig,Trafikoffer
0656458,Klaus Pagh,Stævningsmand
0418271,Kim Jansson,Betjent Jensen
0488917,Thomas Bo Larsen,Falken
0283389,Claus Flygare,Betjent Nielsen
0840927,Steen Svare,Hospitalsansat
4115120,Ole Dupont,Læge
1209832,Katie Gray,Seras Victoria
0293342,Crispin Freeman,Alucard
0367846,Victoria Harwood,Sir Integra Fairbrook Wingates Hellsing
1079863,Ralph Lister,Walter C. Dornez
0620124,Jôji Nakata,Alucard
1046347,Fumiko Orikasa,Seras Victoria
0757058,Yoshiko Sakakibara,Sir Integra Fairbrook Wingates Hellsing
0413556,Gildart Jackson,The Major
1072611,JB Blanc,Enrico Maxwell
0104526,Steven Brand,Alexander Anderson
0028037,Dino Andrade,Wild Geese Member
0043552,Taliesin Jaffe,Wild Geese Member
3069650,Jodie Comer,Chloe Gemell
4853513,Ciara Baxendale,Izzy
5044830,Dan Cohen,Archie
5287110,Sharon Rooney,Rachel 'Rae' Earl
0001324,Ian Hart,Dr. Kester Gill
0750718,Claire Rushbrook,Linda Earl
2813963,Nico Mirallegro,Finn Nelson
1276792,Jordan Murphy,Arnold 'Chop' Peters
3147566,Bamshad Abedi-Amin,Karim Bouchtat
2362716,Darren Evans,Danny Two Hats
6100857,Turlough Convery,Liam
4830818,Sophie Wright,Tix
0000662,Kiefer Sutherland,Jack Bauer
2088803,Yvonne Strahovski,Kate Morgan
0004883,Tate Donovan,Mark Boudreau
0707476,Mary Lynn Rajskub,Chloe O'Brian
0001137,William Devane,President James Heller
0005339,Kim Raver,Audrey Boudreau
1782153,Gbenga Akinnagbe,Erik Ritter
0000699,Michael Wincott,Adrian Cross
0000973,Benjamin Bratt,Steve Navarro
4736489,Giles Matthey,Jordan Reed
0564680,Ross McCall,Ron Clark
1036127,Branko Tomovic,Belcheck
0265610,Michelle Fairley,Margot Al-Harazi
0000410,Stephen Fry,Prime Minister Alastair Davies
0758760,Colin Salmon,General Coburn
4970834,Emily Berrington,Simone Al-Harazi
1389482,Liam Garrigan,Ian Al-Harazi
3781640,James Allenby-Kirk,Stosh
3778244,Mandeep Dhillon,Chell
0801554,Adam Sinclair,Gavin Leonard
0707214,Miranda Raison,Caroline Fowlds
4816118,Charles Furness,Pete
0870199,Stanley Townsend,Anatol Stolnavich
2925304,Christina Chong,Mariana
0624086,Tiff Needell,Himself - Presenter
0165087,Jeremy Clarkson,Himself - Presenter
0932753,Quentin Willson,Himself - Presenter
0324601,Chris Goffey,Himself - Presenter
0941228,William Woollard,Himself - Presenter
0556988,Tony Mason,Himself - Reporter
0125169,Vicki Butler-Henderson,Herself - Presenter
2296168,Sue Baker,Herself - Presenter
2298265,Frank Page,Himself - Presenter
2027719,Steve Berry,Himself - Presenter
1372823,Chris Lilley,Ja'mie
2837602,Asolima Tauati,Leon
3564500,Iro Utaifeau,Joseph
3564684,Zach Fa'atoe,Thomas
3365810,Ofa Palu,Ofa
1307510,David Lennie,Doug Peterson
0191497,Kristy Barnes-Cullen,Sarah Wheatley
1443531,Stan Roach,Rodney Parsons
2816553,Elida Brereton,Margaret Murray
2879377,Danny Alsabbagh,Toby
2810387,Jessica Featherby,Holly
3366012,Kristie Coade,Jess
0993458,Alicia Banit,Kaitlyn
2788680,Nicole Joy Tan,Bec
3366276,Tovia Matiasi,Rocky Takalua
0202739,Maude Davey,Jan Palmer
3565235,Sally Kingsford,Ashley
3010434,Ashley McLerie,Keiran
2822291,Kelly Dingeldei,Candice
3997800,Scott Louder,Paul Cameron
1033215,John Paul Tremblay,Julian
1036211,Robb Wells,Ricky
1034266,Mike Smith,Bubbles
0243082,John Dunsworth,Jim Lahey
1200571,Patrick Roach,Randy
1816331,Tyrone Parsons,Tyrone
0243085,Sarah Dunsworth,Sarah
1036547,Jeanna Harrison,Trinity
0101227,Cory Bowles,Cory
0208164,Lucy Decoutere,Lucy
0868474,Jonathan Torrens,J-Roc
0860712,Shelley Thompson,Barb Lahey
0242500,Barrie Dunn,Ray
1600045,Jacob Rolfe,Jacob
1034591,Michael Jackson,Trevor
0191044,Michael Cudlitz,Officer John Cooper
0004999,Shawn Hatosy,Detective Sammy Bryant
0005093,Regina King,Detective Lydia Adams
1360270,Ben McKenzie,Officer Ben Sherman
0001367,C. Thomas Howell,Officer Dewey Dudek
0054397,Arija Bareikis,Officer Chickie Brown
0574535,Jamie McShane,Sergeant Terry Hill
0569732,Michael McGrady,Detective Daniel Salinger
0592923,Dorian Missick,Detective Ruben Robinson
1269412,Anna Maxwell Martin,Esther Summerson
0493200,Denis Lawson,John Jarndyce
1659547,Carey Mulligan,Ada Clare
6139406,Finn Morrell,Street urchin
0000096,Gillian Anderson,Lady Dedlock
0313702,Tom Georgeson,Clamb
0001097,Charles Dance,Mr. Tulkinghorn
1171145,Patrick Kennedy,Richard Carstone
0922367,Timothy West,Sir Leicester Dedlock
1218607,Burn Gorman,Guppy
0817563,Hugo Speer,Sergeant George
0172604,Pauline Collins,Miss Flite
0205290,Phil Davis,Smallweed
0662511,Nathaniel Parker,Harold Skimpole
0035605,Alun Armstrong,Bucket
0717176,Anne Reid,Mrs. Rouncewell
0062430,Lilo Baur,Hortense
1273941,Katie Angelou,Charley Neckett
1154764,Louise Brealey,Judy
0806968,Michael Smiley,Phil Squod
1019451,Emma Williams,Rosa
1002662,Harry Eden,Jo
0364348,Richard Harrington,Allan Woodcourt
1461267,Natalie Press,Caddy Turveydrop
0655585,Jared Padalecki,Sam Winchester
0010075,Jensen Ackles,Dean Winchester
3020713,Simon Bird,Will McKenzie
0118617,James Buckley,Jay Cartwright
3002919,Blake Harrison,Neil Sutherland
3022504,Joe Thomas,Simon Cooper
1829595,Greg Davies,Mr. Gilbert
2113191,Emily Head,Carli D'Amato
0872040,Martin Trenaman,Alan Cooper
0829134,Belinda Stewart-Wilson,Polly MacKenzie
0915948,Robin Weaver,Pamela Cooper
1631222,Henry Lloyd-Hughes,Mark Donovan
3004690,John Seaward,John
1396022,Anna Torv,Olivia Dunham
0005045,Joshua Jackson,Peter Bishop
1896248,Jasika Nicole,Astrid Farnsworth
0633604,John Noble,Dr. Walter Bishop
0714698,Lance Reddick,Phillip Broyles
0001974,Blair Brown,Nina Sharp
0000840,Lucille Ball,Lucy Ricardo
0000789,Desi Arnaz,Ricky Ricardo
0888573,Vivian Vance,Ethel Mertz
0292433,William Frawley,Fred Mertz
0482851,Phil LaMarr,Samurai Jack
0538683,Mako,Aku
0000179,Jude Law,Lenny Belardo
0000473,Diane Keaton,Sister Mary
0650024,Silvio Orlando,Cardinal Voiello
0194572,Javier Cámara,Cardinal Gutierrez
0791864,Scott Shepherd,Cardinal Dussolier
0208426,Cécile De France,Sofia
0756203,Ludivine Sagnier,Esther
0078282,Toni Bertorelli,Cardinal Caltanissetta
0000342,James Cromwell,Cardinal Michael Spencer
0646510,Ignazio Oliva,Valente
1186124,Marcello Romolo,Don Tommaso
0080891,Vladimir Bibic,Ozolins
1257506,Nadee Kammellaweera,Sister Suree
7518005,Olivia Macklin,Madre
0003067,Sebastian Roché,Cardinal Michel Marivaux
2084828,Armando Pizzuti,Priest Triregno
1896559,Daniel Vivian,Domen
4392084,Maurizio Lombardi,Cardinal Mario Assente
7572401,Jack McQuaid,Young Dussolier
0101777,Guy Boyd,Archbishop Kurtwell
0004715,Will Arnett,BoJack Horseman
0781238,Amy Sedaris,Princess Carolyn
1555340,Alison Brie,Diane Nguyen
0666739,Aaron Paul,Todd Chavez
0006670,Paul F. Tompkins,Mr. Peanutbutter
3434305,Abbi Jacobson,Abbi Abrams
4477261,Ilana Glazer,Ilana Wexler
0306201,Jorge Garcia,Hugo 'Hurley' Reyes
0391326,Josh Holloway,James 'Sawyer' Ford
0453746,Yunjin Kim,Sun-Hwa Kwon
1431940,Evangeline Lilly,Katherine 'Kate' Austen
0642368,Terry O'Quinn,John Locke
0004710,Naveen Andrews,Sayid Jarrah
0289142,Matthew Fox,Dr. Jack Shephard
0196654,Daniel Dae Kim,Jin-Soo Kwon
0211087,Emilie de Ravin,Claire Littleton
0256237,Michael Emerson,Benjamin 'Ben' Linus
0193738,Henry Ian Cusick,Desmond Hume
0597480,Dominic Monaghan,Charlie Pace
0674782,Harold Perrineau,Michael Dawson
0593310,Elizabeth Mitchell,Dr. Juliet Burke
0504962,Ken Leung,Miles Straume
0700712,Dominic Purcell,Lincoln Burrows
0589505,Wentworth Miller,Michael Scofield
1004774,Amaury Nolasco,Fernando Sucre
0460694,Robert Knepper,Theodore 'T-Bag' Bagwell
0915637,Sarah Wayne Callies,Dr. Sara Tancredi
0931898,Wade Williams,Brad Bellick
0001209,William Fichtner,Alex Mahone
0011882,Paul Adelstein,Paul Kellerman
1483867,Marshall Allman,LJ Burrows
0241870,Rockmond Dunbar,Benjamin Miles 'C-Note' Franklin
0005281,Jodi Lyn O'Keefe,Gretchen Morgan
0000257,Alan Alda,Captain Benjamin Franklin Pierce
0842794,Loretta Swit,Maj. Margaret 'Hot Lips' Houlihan
0268026,Jamie Farr,Cpl. Maxwell Q. Klinger
0160639,William Christopher,Father Francis Mulcahy
0604702,Harry Morgan,Col. Sherman T. Potter
0268286,Mike Farrell,Capt. B.J. Hunnicutt
0121400,Gary Burghoff,Cpl. Walter 'Radar' O'Reilly
0619990,Kellye Nakahara,"Lt. Kellye Yamato, RN"
0001773,David Ogden Stiers,Maj. Charles Winchester
0513271,Larry Linville,Maj. Frank Burns
0000652,James Spader,Alan Shore
0000638,William Shatner,Denny Crane
0000298,Candice Bergen,Shirley Schmidt
0041281,Rene Auberjonois,Paul Lewiston
0885090,Mark Valley,Brad Chase
0100866,Julie Bowen,Denise Bauer
0166061,Christian Clemenson,Jerry Espenson
6819854,Justice Smith,Ezekiel
4271336,Shameik Moore,Shaolin Fantastic
7257831,Herizen F. Guardiola,Mylene Cruz
3004325,Skylan Brooks,Ra-Ra
7251609,Tremaine Brown Jr.,Boo-Boo
5584344,Yahya Abdul-Mateen II,Cadillac
0001751,Jimmy Smits,Francisco 'Papa Fuerte' Cruz
7488747,Stefanée Martin,Yolanda Kipling
8356373,Shyrley Rodriguez,Regina
0002064,Giancarlo Esposito,Pastor Ramon Cruz
6974206,Mamoudou Athie,Grandmaster Flash
0925132,Lillias White,Fat Annie
7267215,Alfred Pollo Perez,Dancer
0318703,Michel Gill,Mr. Gunns
1478285,Zabryna Guevara,Mrs. Cruz
3592247,Tory Devon Smith,Little Wolf
1535523,Jaden Smith,Marcus 'Dizzee' Kipling
0180984,Kevin Corrigan,Jackie Moreno
0551441,Judy Marte,Wanda
0091899,Eric Bogosian,Roy Asheton
4377526,Daveed Diggs,Adult Books
3089125,Brandon J. Dirden,Leon
3088704,King Feliciano,Lopez
7885187,Noah Le Gros,Thor
6712284,Jarrett Austin Brown,Halfback
4524933,Barrington Walters Jr.,Doowop
7016803,Danai Kadzere,Carmelita
0315041,Ricky Gervais,Andy Millman
0421332,Ashley Jensen,Maggie Jacobs
0580351,Stephen Merchant,Darren Lamb
0932143,Shaun Williamson,Barry
0701445,Shaun Pye,Greg
1638211,Sarah Moyle,Kimberley
0118569,Andrew Buckley,Gobbler
2374553,Jamie Chapman,Brains
0000559,Leonard Nimoy,Mr. Spock
0000638,William Shatner,Captain James T. Kirk
0001420,DeForest Kelley,Dr. McCoy
0629667,Nichelle Nichols,Uhura
0001150,James Doohan,Scott
0664624,Eddie Paskey,Lt. Leslie
0001786,George Takei,Sulu
0000479,Walter Koenig,Chekov
0000854,Majel Barrett,Nurse Chapel
0850102,Amanda Tapping,Major Samantha Carter
0431895,Christopher Judge,Teal'c
0788218,Michael Shanks,Dr. Daniel Jackson
0000760,Richard Dean Anderson,Colonel Jack O'Neill
0204493,Don S. Davis,Major General George Hammond
0428104,Gary Jones,Sgt. Walter Harriman
1195855,Lee Pace,Ned
0295484,Anna Friel,Charlotte 'Chuck' Charles
0564277,Chi McBride,Emerson Cod
0197715,Jim Dale,Narrator
0338746,Ellen Greene,Vivian Charles
0001436,Swoosie Kurtz,Lily Charles
0155693,Kristin Chenoweth,Olive Snook
1669817,Field Cate,Young Ned
0724784,Sy Richardson,Coroner
0000531,Frances McDormand,Olive Kitteridge
0420955,Richard Jenkins,Henry Kitteridge
0154914,Ken Cheeseman,Harmon Newton
0235652,Ann Dowd,Bonnie Newton
3095117,Adam J. Freeman,Doyle Larkin
0593291,Donna Mitchell,Louise Larkin
0906543,Martha Wainwright,Angela O'Meara
0302330,John Gallagher Jr.,Christopher Kitteridge
0611932,Peter Mullan,Jim O'Casey
3978372,SerahRose Roth,Mrs. Manhattan
6899795,Nancy E. Carroll,Lois Granger
6903371,Sean Vincent,Manhattan Child
1679669,Rosemarie DeWitt,Rachel Coulson
4207750,Patrick French,Mr. Manhattan
3199414,Marianna Bassham,Penny
4917921,Devin Druid,Christopher (Age 13)
1443740,Zoe Kazan,Denise Thibodeau
0924157,JoJo Whilden,Aid Rite Passerby
1227232,Brady Corbet,Henry Thibodeau
6903372,Calder Melvoin,Stan the Man
0000195,Bill Murray,Jack Kennison
0687146,Jesse Plemons,Jerry McCarthy
0881690,Maryann Urbano,Linda Kennison
6903373,Katie Elinoff,Stock Girl
6028310,John T. Mullen,Kevin (Age 13)
1566435,Moira Driscoll,Mrs. Howe
2588745,Amanda Good Hennessey,Waitress
3313805,Anabel Graetz,Mrs. Merriman
3893051,Amanda Collins,Nurse Patricia
2338177,James McMenamin,Tony Kuzio
2401975,Patrick Carroll,Dr. Ted
1696137,Maureen Keiller,Irene O'Casey
3246446,Rhet Kidd,Pig Mask
4484047,Paul Richard Yarborough,Ski Mask
2097890,Zillah Glory,Marlene Kuzio
1210258,John Vincent Mason,Cop
1836650,Christopher Jon Gombos,Cop
0725975,Frank Ridley,Mr. Thibodeau
0625306,Dee Nelson,Mary Blackwell
3238548,Sam Pannier,Sister-In-Law
4114406,Adrianne Krstansky,Cynthia Bibber
1682473,Lucas Caleb Rooney,Cooper Foster
0810952,Richard Snee,Robert Larkin
0646496,Celeste Oliva,Morning Aide
5857646,Joseph Oliveira,Fisherman
0265668,Donald Faison,Dr. Christopher Turk
0001525,John C. McGinley,Dr. Perry Cox
0420898,Ken Jenkins,Dr. Bob Kelso
0103785,Zach Braff,Dr. John 'J.D.' Dorian
0149950,Sarah Chalke,Dr. Elliot Reid
0283568,Neil Flynn,The Janitor
0721332,Judy Reyes,Nurse Carla Espinosa
0556165,Robert Maschio,Dr. Todd Quinlan
0516127,Sam Lloyd,Ted Buckland
0942193,Aloma Wright,Nurse Laverne Roberts
0588096,Christa Miller,Jordan Sullivan
0001227,Megan Follows,Anne Shirley
0223157,Colleen Dewhurst,Marilla Cuthbert
0002070,Richard Farnsworth,Matthew Cuthbert
0358095,Patricia Hamilton,Rachel Lynde
0510032,Marilyn Lightstone,Miss Muriel Stacy
0335643,Schuyler Grant,Diana Barry
0188592,Jonathan Crombie,Gilbert Blythe
0454569,Charmion King,Aunt Josephine
0123201,Jackie Burroughs,Mrs. Amelia Evans
0705374,Rosemary Radcliffe,Mrs. Elizabeth Barry
0360889,Joachim Hansen,John Sadler
0473218,Christiane Krüger,Mrs. Allan
0807649,Cedric Smith,Rev. Allan
0114400,Paul Brown,Mr. Phillips
0210941,Miranda de Pencier,Josie Pye
0626731,Trish Nettleton,Jane Andrews
0408447,Jennifer Inch,Ruby Gillis
0247720,Jayne Eastwood,Mrs. Hammond
0339034,Dawn Greenhalgh,Mrs. Cadbury
0558449,Jack Mather,Station Master
0718377,Vivian Reis,Mrs. Spencer
0486358,Samantha Langevin,Mrs. Blewett
0749316,Mag Ruffman,Alice Lawson
0564921,Sean McCann,Dr. O'Reilly
0743070,Roxolana Roslak,Madame Selitsky
0355121,Robert Haley,Professor
0172639,Robert Collins,Mr. Barry
0152475,Morgan Chapman,Minnie May Barry
0731000,David Roberts,Tom
0064229,Nancy Beatty,Essie
0400531,David Hughes,Thomas Lynde
0528994,Wendy Lyon,Prissy Andrews
0911933,Zack Ward,Moody Spurgeon
0272370,Anna Ferguson,Punch Woman
0816156,Rex Southgate,Section Head
0768370,Juliana Saxton,Pink Woman
0858373,Molly Thom,Lace Woman
0410400,Jennifer Irwin,Student
0779771,Sandra Scott,Mrs. Harrington
0836347,Peter Sturgess,Porter
0409885,Ray Ireland,Mr. Hammond
0540580,Martha Maloney,Fairview Nurse
0358176,Stuart Hamilton,Mme. Selitsky's Accompanist
0637586,Masako Nozawa,Son Gohan
0945881,Jôji Yanami,Narration
0849028,Mayumi Tanaka,Kuririn
0394690,Ryô Horikawa,Vegeta
0299192,Toshio Furukawa,Piccolo
0770832,Sean Schemmel,Goku
3810025,Doc Morgan,Narrator
0754526,Christopher Sabat,Vegeta
1513684,Colleen Clinkenbeard,Gohan
0833185,Sonny Strait,Krillin
0875442,Hiromi Tsuru,Bulma
0476223,Takeshi Kusao,Trunks
0722676,Monica Rial,Bulma
0299228,Tôru Furuya,Yamcha
0585640,Hikaru Midorikawa,Tenshinhan
0309693,Mark Gatiss,Various
0671487,Steve Pemberton,Tubbs Tattsyrup
0790501,Reece Shearsmith,Edward Tattsyrup
0246037,Jeremy Dyson,Various Characters
0371659,Paul Hays-Marshall,Barbara Dixon
2057312,J. Michael Tatum,Isaac Dian
1708798,Caitlin Glass,Miria Harvent
1748526,Akemi Kanda,Czeslaw Meyer
3509465,Maxey Whitehead,Czeslaw Meyer
0648866,Masaya Onosaka,Isaac Dian
1495754,Sayaka Aoki,Miria Harvent
1058720,Sanae Kobayashi,Ennis
1670250,Kunihiro Kawamoto,Nick
0557287,Bryan Massey,Ladd Russo
1896066,Joel McDonald,Jacuzzi Splot
1754270,Brina Palencia,Ennis
1160233,Daisuke Sakaguchi,Jacuzzi Splot
1541457,Yoshinori Sonobe,Donny
1889973,Charles Baker,Nick
1115778,Bob Carter,Donny
0297873,Keiji Fujiwara,Ladd Russo
2055898,Tetsuharu Ohta,Dallas's Nakama
1920556,Todd Haberkorn,Firo Prochainezo
0594420,Mitsuru Miyamoto,Maiza Avaro
0949049,Hiroyuki Yoshino,Firo Prochainezo
2049893,Yu Kobayashi,Nice Holystone
1235266,Jerry Jewell,Claire Stanfield
1513684,Colleen Clinkenbeard,Nice Holystone
0377365,Sean Hennigan,Maiza Avaro
1230837,Ian Sinclair,Dallas Genoard
1040968,Masakazu Morita,Claire Stanfield
2044600,Atsushi Imaruoka,Dallas Geonard
2095800,Marina Inoue,Eve Geonard
1080019,Takayuki Sugô,Goose Perkins
2912019,Yukito Soma,Randy
3617620,Jad Saxton,Eve Genoard
0509523,Jason Liebrecht,Luck Gandor
1503776,Phil Parsons,Berga Gandor
0831008,Mark Stoddard,Goose Perkins
0034843,Kinryû Arimoto,Slizard Quates
0468729,Takehito Koyasu,Luck Gandor
1399925,Kenta Miyake,Berga Gandor
0254602,R. Bruce Elliott,Slizard Quates
0299208,Tôru Furusawa,Nicholas Wayne
1215197,Christopher Bevins,Nicholas Wayne
2986974,Trina Nishimura,Rachel
3230827,Amy Rosenthal,Natalie Beriam
0000410,Stephen Fry,Various Characters
0491402,Hugh Laurie,Various Characters
0000662,Kiefer Sutherland,Jack Bauer
0707476,Mary Lynn Rajskub,Chloe O'Brian
0076167,Carlos Bernard,Tony Almeida
0371660,Dennis Haysbert,President David Palmer
0193846,Elisha Cuthbert,Kim Bauer
1102278,Antony Starr,Lucas Hood
0587431,Ivana Milicevic,Carrie Hopewell
0860947,Ulrich Thomsen,Kai Proctor
0265670,Frankie Faison,Sugar Bates
0785854,Matt Servitto,Deputy Brock Lotus
1229640,Hoon Lee,Job
1801419,Ryann Shane,Deva Hopewell
3827455,Lili Simmons,Rebecca Bowman
1013218,Matthew Rauch,Clay Burton
0085952,Rus Blackwell,Gordon Hopewell
0242654,Trieste Kelly Dunn,Deputy Siobhan Kelly
2009006,Demetrius Grosse,Deputy Emmett Yawners
0002027,Ben Cross,Mr. Rabbit
0749570,Anthony Ruivivar,Alex Longshadow
0648866,Masaya Onosaka,Vash the Stampede
0097765,Johnny Yong Bosch,Vash the Stampeed
0254219,Dean Wein,Additional Voices
0875442,Hiromi Tsuru,Meryl Stryfe
0950830,Satsuki Yukino,Milly Thompson
0253528,Dorothy Elias-Fahn,Meryl Strife
0765126,Lia Sargent,Milly Thompson
0411059,Kazuyuki Ishikawa,Man
0619172,Takashi Nagasako,Man
0370582,Shô Hayami,Nicholas D. Wolfwood
0632383,Jeff Nimoy,Nicholas D. Wolfwood
0000132,Claire Danes,Carrie Mathison
0001597,Mandy Patinkin,Saul Berenson
1670029,Rupert Friend,Peter Quinn
0000719,F. Murray Abraham,Dar Adal
0507073,Damian Lewis,Nicholas Brody
1072555,Morena Baccarin,Jessica Brody
2093138,Jackson Pace,Chris Brody
2838320,Morgan Saylor,Dana Brody
0855039,David Tennant,Alec Hardy
1469236,Olivia Colman,Ellie Miller
2092886,Jodie Whittaker,Beth Latimer
2217601,Andrew Buchan,Mark Latimer
0681949,Carolyn Pickles,Maggie Radcliffe
2965271,Arthur Darvill,Rev. Paul Coates
4553186,Adam Wilson,Tom Miller
0047332,Jonathan Bailey,Olly Stevens
1257280,Matthew Gravelle,Joe Miller
1751127,Joe Sims,Nige Carter
