id,leto
1439629,2009
1439629,2010
1439629,2011
1439629,2012
1439629,2013
1439629,2014
1439629,2015
0319969,2003
0319969,2004
0319969,2005
0083466,1982
1442437,2009
1442437,2010
1442437,2011
1442437,2012
1442437,2013
1442437,2014
1442437,2015
1442437,2016
0103584,1992
0103584,1993
0103584,1994
0103584,1995
0103584,1996
0103584,1997
0362192,2003
0362192,2004
0362192,2005
0362192,2006
0362192,2007
0362192,2008
0362192,2009
0362192,2010
0362192,2011
0362192,2012
0362192,2013
0362192,2014
0362192,2015
0362192,2016
0070644,1973
2701582,2012
2701582,2013
2701582,2014
2701582,2015
2701582,2016
0098833,1990
0098833,1991
0098833,1992
0098833,1993
0387199,2004
0387199,2005
0387199,2006
0387199,2007
0387199,2008
0387199,2009
0387199,2010
0387199,2011
0103466,1992
0103466,1993
0103466,1994
0103466,1995
0103466,1996
0103466,1997
0103466,1998
1883092,2013
1883092,2014
1883092,2015
1883092,2016
3428912,2014
3428912,2015
3428912,2016
2384811,2013
2384811,2014
0074028,1976
0074028,1977
0074028,1978
0074028,1979
0074028,1980
0074028,1981
0807832,2005
0807832,2006
1520211,2010
1520211,2011
1520211,2012
1520211,2013
1520211,2014
1520211,2015
1520211,2016
0056751,1963
0056751,1964
0056751,1965
0056751,1966
0056751,1967
0056751,1968
0056751,1969
0056751,1970
0056751,1971
0056751,1972
0056751,1973
0056751,1974
0056751,1975
0056751,1976
0056751,1977
0056751,1978
0056751,1979
0056751,1980
0056751,1981
0056751,1982
0056751,1983
0056751,1984
0056751,1985
0056751,1986
0056751,1987
0056751,1988
0056751,1989
0075572,1977
0075572,1978
0075572,1979
0075572,1980
0075572,1981
0075572,1982
0075572,1983
0075572,1984
0075572,1985
0075572,1986
0075572,1987
0075572,1988
0075572,1989
0075572,1990
0075572,1991
0075572,1992
0075572,1993
0075572,1994
0075572,1995
0075572,1996
0075572,1997
0075572,1998
0075572,1999
0075572,2000
0075572,2001
0075572,2002
0075572,2003
0075572,2004
0075572,2005
0075572,2006
0075572,2007
0075572,2008
0075572,2009
0075572,2010
0075572,2011
0075572,2012
0075572,2013
0075572,2014
0075572,2015
0075572,2016
0185133,1992
0185133,1993
0185133,1994
0185133,1995
0112084,1995
0112084,1996
0112084,1997
0112084,1998
0988824,2007
0988824,2008
0988824,2009
0988824,2010
0988824,2011
0988824,2012
0988824,2013
0988824,2014
0988824,2015
0988824,2016
0337898,2002
1526318,2010
1526318,2011
1526318,2012
1526318,2013
1526318,2014
1526318,2015
1526318,2016
0094535,1988
0094535,1989
0094535,1990
0094535,1991
0094535,1992
0094535,1993
0094535,1994
0094535,1995
0094535,1996
0094535,1997
0094535,1998
0094535,1999
0094535,2000
0094535,2001
0094535,2002
0094535,2003
0094535,2004
0094535,2005
0094535,2006
0094535,2007
0094535,2008
0094535,2009
0094535,2010
0094535,2011
0094535,2012
0094535,2013
0094535,2014
0094535,2015
0094535,2016
0108906,1994
0108906,1995
0108906,1996
0108906,1997
0495212,2006
0495212,2007
0495212,2008
0495212,2009
0495212,2010
0495212,2011
0495212,2012
1598754,2014
1598754,2015
1598754,2016
2407574,2013
2407574,2014
2407574,2015
2407574,2016
0163503,1978
0163503,1979
0163503,1980
0163503,1981
0163503,1982
0163503,1983
0163503,1984
0163503,1985
0163503,1986
0163503,1987
0163503,1988
0163503,1989
0163503,1990
0163503,1991
0163503,1992
0163503,1993
0163503,1994
0163503,1995
0163503,1996
0163503,1997
0163503,1998
0163503,1999
0163503,2000
0163503,2001
0163503,2002
0934320,2007
0934320,2008
0934320,2009
0934320,2010
0934320,2011
0934320,2012
0934320,2013
0934320,2014
0934320,2015
0934320,2016
0290988,2001
0290988,2002
0290988,2003
0290988,2004
0290988,2005
0290988,2006
0290988,2007
0290988,2008
0290988,2009
0290988,2010
0290988,2011
0290988,2012
0290988,2013
0290988,2014
0290988,2015
0290988,2016
0442632,2005
0442632,2006
0442632,2007
0442632,2008
0442632,2009
0442632,2010
0442632,2011
0442632,2012
0442632,2013
0442632,2014
0442632,2015
0442632,2016
1299368,2009
1299368,2010
1299368,2011
1299368,2012
1299368,2013
0460681,2005
0460681,2006
0460681,2007
0460681,2008
0460681,2009
0460681,2010
0460681,2011
0460681,2012
0460681,2013
0460681,2014
0460681,2015
0460681,2016
1220617,2008
1220617,2009
1220617,2010
1119644,2008
1119644,2009
1119644,2010
1119644,2011
1119644,2012
1119644,2013
0043208,1951
0043208,1952
0043208,1953
0043208,1954
0043208,1955
0043208,1956
0043208,1957
0278238,2001
0278238,2002
0278238,2003
0278238,2004
0278238,2005
0278238,2006
0278238,2007
0278238,2008
0278238,2009
0278238,2010
0278238,2011
0278238,2012
0278238,2013
0278238,2014
0278238,2015
0278238,2016
3398228,2014
3398228,2015
3398228,2016
3655448,2016
2578560,2014
2578560,2015
2578560,2016
0402711,2004
0402711,2005
0402711,2006
0402711,2007
0402711,2008
0411008,2004
0411008,2005
0411008,2006
0411008,2007
0411008,2008
0411008,2009
0411008,2010
0455275,2005
0455275,2006
0455275,2007
0455275,2008
0455275,2009
0068098,1972
0068098,1973
0068098,1974
0068098,1975
0068098,1976
0068098,1977
0068098,1978
0068098,1979
0068098,1980
0068098,1981
0068098,1982
0068098,1983
0445114,2005
0445114,2006
0445114,2007
4592410,2016
0060028,1966
0060028,1967
0060028,1968
0060028,1969
0118480,1997
0118480,1998
0118480,1999
0118480,2000
0118480,2001
0118480,2002
0118480,2003
0118480,2004
0118480,2005
0118480,2006
0118480,2007
0925266,2007
0925266,2008
0925266,2009
0088727,1985
0088727,1986
0088727,1987
0088727,1988
0088727,1989
0088727,1990
0088727,1991
0088727,1992
0088727,1993
0088727,1994
0088727,1995
0088727,1996
0088727,1997
0088727,1998
0088727,1999
0088727,2000
0088727,2001
0088727,2002
0088727,2003
0088727,2004
0088727,2005
0088727,2006
0088727,2007
0088727,2008
0088727,2009
0088727,2010
0088727,2011
0088727,2012
0088727,2013
0088727,2014
0088727,2015
0088727,2016
3012698,2014
3012698,2015
3012698,2016
0285403,2001
0285403,2002
0285403,2003
0285403,2004
0285403,2005
0285403,2006
0285403,2007
0285403,2008
0285403,2009
0285403,2010
1409055,2009
1409055,2010
1409055,2011
1409055,2012
1409055,2013
1409055,2014
1409055,2015
1334722,2007
1334722,2008
0184135,1999
0184135,2000
0184135,2001
0184135,2002
0101049,1987
0101049,1988
0101049,1989
0101049,1990
0101049,1991
0101049,1992
0101049,1993
0101049,1994
0101049,1995
0285331,2001
0285331,2002
0285331,2003
0285331,2004
0285331,2005
0285331,2006
0285331,2007
0285331,2008
0285331,2009
0285331,2010
2017109,2013
2017109,2014
2017109,2015
2017109,2016
0251439,1998
0251439,1999
0251439,2000
0251439,2001
0251439,2002
0251439,2003
0251439,2004
0251439,2005
0251439,2006
0251439,2007
0251439,2008
0251439,2009
0251439,2010
0251439,2011
0251439,2012
0251439,2013
0251439,2014
0251439,2015
0251439,2016
1796960,2011
1796960,2012
1796960,2013
1796960,2014
1796960,2015
1796960,2016
2249364,2013
2249364,2014
2249364,2015
2249364,2016
0780362,2006
0780362,2007
0780362,2008
0780362,2009
0780362,2010
0780362,2011
0780362,2012
0780362,2013
0780362,2014
0780362,2015
0780362,2016
0054533,1961
0054533,1962
0054533,1963
0054533,1964
0054533,1965
0054533,1966
1839578,2011
1839578,2012
1839578,2013
1839578,2014
1839578,2015
1839578,2016
0310455,2002
0310455,2003
0310455,2004
0310455,2005
0310455,2006
0310455,2007
0310455,2008
0310455,2009
0310455,2010
0310455,2011
0310455,2012
0310455,2013
0310455,2014
0310455,2015
6005644,2016
2126154,2011
