id,naslov,opis,leto,dolzina,epizode,ocena,st_glasov
0807832,Mushi-Shi,They are neither plants nor animals.,2005-2006,25,26,8.5,7992
1520211,The Walking Dead,Sheriff Deputy Rick Grimes leads a group of survivors in a world overrun by the walking dead.,2010-,44,115,8.6,671466
0056751,Doctor Who,"Time and Space traveling adventures of a Gallifreyan Time Lord only known as the Doctor and his companions, traveling through time and space.",1963-1989,45,695,8.5,27444
0075572,Roots,A dramatization of author Alex Haley's family line from ancestor Kunta Kinte's enslavement to his descendants' liberation.,1977-,67,8,8.5,12042
0112084,Mr. Show with Bob and David,This is a sketch-comedy show.,1995-1998,27,30,8.5,7080
0185133,Yu Yu Hakusho: Ghost Files,"One day, 14-year-old Yusuke Urameshi suddenly finds himself dead, having died pushing a child out of the way of oncoming traffic.",1992-1995,24,112,8.5,7860
0337898,Brigada,"Brigada is a group of four friends, who grew up together and formed a most powerful gang in Moscow.",2002-,48,15,8.6,7334
0988824,Naruto: Shippûden,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village.",2007-,24,495,8.5,47746
1526318,Borgen,"A political drama about a prime minister's rise to power, and how power changes a prime minister.",2010-,58,30,8.5,11918
0094535,Red Dwarf,"The adventures of the last human alive and his friends, stranded three million years into deep space on the mining ship Red Dwarf.",1988-,30,73,8.4,26175
0108906,The Kingdom,"The Kingdom is the most technologically advanced hospital in Denmark, a gleaming bastion of medical science.",1994-1997,30,8,8.4,14292
0495212,Hellsing Ultimate,The vampire Alucard and his newly sired ward Seras tries to protect England from a war-crazed SS-Major who seeks to start an eternal war with his vampire army.,2006-2012,50,10,8.4,12965
2407574,My Mad Fat Diary,"Set in 1996 in Lincolnshire, the show tells the tragic and humorous story of a very troubled young girl, Rae, who spent four months in a psychiatric hospital for attempted suicide.",2013-,47,16,8.5,11238
1598754,24: Live Another Day,Jack Bauer comes out of hiding in London to head off a massive terrorist attack while being hunted down by American forces dispatched by President James Heller.,2014-,46,12,8.5,36392
0163503,Top Gear,"Quentin, Tiff, Vicki and others look at all things car-related.",1978-2002,30,528,8.4,22620
0934320,Summer Heights High,"The life of a public school epitomized by disobedient student Jonah Takalua, self-absorbed private school exchange student Ja'mie King, and megalomaniac drama teacher Mr.",2007-,30,9,8.5,11918
0290988,Trailer Park Boys,Three petty felons have a documentary made about their life in a trailer park.,2001-2016,30,96,8.5,26518
1299368,Southland,The lives of Police Officers working for the Los Angeles Police Department.,2009-2013,42,43,8.5,21214
0442632,Bleak House,A suspenseful tale about the injustices of the 19th Century English legal system.,2005-,32,15,8.5,6682
0460681,Supernatural,"Two brothers follow their father's footsteps as hunters fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",2005-,44,266,8.6,296839
1220617,The Inbetweeners,Follows four friends and their antics during their final years of school.,2008-2010,25,18,8.4,58872
1119644,Fringe,An FBI agent is forced to work with an institutionalized scientist and his son in order to rationalize a brewing storm of unexplained phenomena.,2008-2013,46,100,8.5,184089
0043208,I Love Lucy,A daffy woman constantly strives to become a star along with her bandleader husband and gets herself in the strangest situations.,1951-1957,30,181,8.4,17491
0278238,Samurai Jack,A samurai sent through time fights to return home and save the world.,2001-2016,25,56,8.4,27563
3655448,The Young Pope,"The beginning of the pontificate of Lenny Belardo, alias Pius XIII, the first American Pope in history.",2016-,50,10,8.5,8652
3398228,BoJack Horseman,Meet the most beloved sitcom horse of the '90s - 20 years later.,2014-,25,39,8.4,30110
2578560,Broad City,"Broad City follows two women throughout their daily lives in New York City, making the smallest and mundane events hysterical and disturbing to watch all at the same time.",2014-,22,50,8.4,16663
0411008,Lost,The survivors of a plane crash are forced to work together in order to survive on a seemingly deserted tropical island.,2004-2010,44,118,8.4,393469
0455275,Prison Break,"Due to a political conspiracy, an innocent man is sent to death row and his only hope is his brother, who makes it his mission to deliberately get himself sent to the same prison in order to break the both of them out, from the inside.",2005-2009,44,81,8.5,348530
0068098,M*A*S*H,The staff of an army hospital in the Korean war find that laughter is the best way to deal with their situation.,1972-1983,25,251,8.4,38379
0402711,Boston Legal,"Boston Legal is a spin-off of the long-running Kelley series The Practice, following the exploits of former Practice character Alan Shore (James Spader) at the legal firm of Crane, Poole and Schmidt.",2004-2008,44,101,8.4,35949
4592410,The Get Down,A ragtag group of teenagers run wild in the streets of the Bronx in the late 1970s.,2016-,52,12,8.5,12509
0445114,Extras,Andy Millman is an actor with ambition and a script.,2005-2007,30,13,8.4,42291
0060028,Star Trek,Captain James T.,1966-1969,50,80,8.4,53775
0118480,Stargate SG-1,"A secret military team, SG-1, is formed to explore the recently discovered Stargates.",1997-2007,44,213,8.4,66637
0925266,Pushing Daisies,"A pie-maker, with the power to bring dead people back to life, solves murder mysteries with his alive-again childhood sweetheart, a cynical private investigator, and a lovesick waitress.",2007-2009,44,22,8.4,46448
3012698,Olive Kitteridge,A middle-school math teacher Olive and her marriage with Henry which spans 25 years.,2014-,45,4,8.4,11171
0285403,Scrubs,"In the unreal world of Sacred Heart Hospital, intern John J.",2001-2010,22,182,8.4,200293
0088727,Anne of Green Gables,"An orphan girl, sent to an elderly brother and sister by mistake, charms her new home and community with her fiery spirit and imagination.",1985-,90,2,8.4,14961
1409055,Dragon Ball Z Kai,"In February of 2009, Toei Animation announced that as an honor to 20 years of Dragon Ball Z, they will begin the production of a renewed DragonBall Z, named Dragon Ball Kai.",2009-2015,24,159,8.4,13882
0184135,The League of Gentlemen,"An interweaving narrative chronicling the antics of such diverse characters as: a transsexual taxi driver, a family obsessed with hygiene and toads, a fiery reverend, a carnival owner who kidnaps women into marriage, and a xenophobic couple who run a local shop for local people.",1999-2002,60,19,8.4,6905
1334722,Baccano!,"A crazy fantasy caper involving alchemists, immortals, gangsters, outlaws and an elixir of immortality, spread over several decades.",2007-2008,25,16,8.4,7285
0101049,A Bit of Fry and Laurie,Comedy sketches written and performed by renowned duo Stephen Fry and Hugh Laurie.,1987-1995,30,26,8.4,7390
0285331,24,"Jack Bauer, Director of Field Ops for the Counter-Terrorist Unit of Los Angeles, races against the clock to subvert terrorist plots and save his nation from ultimate disaster.",2001-2010,44,195,8.4,151011
2017109,Banshee,"An ex-con assumes the identity of a murdered sheriff in the small town of Banshee, Pennsylvania, where he has some unfinished business.",2013-2016,60,38,8.4,61583
0251439,Trigun,Vash the Stampede is the most infamous outlaw on the planet Gunsmoke and with a 60 billion double dollar price on his head the most sought after!,1998-,24,26,8.4,14351
1796960,Homeland,A bipolar CIA operative becomes convinced a prisoner of war has been turned by al-Qaeda and is planning to carry out a terrorist attack on American soil.,2011-,55,74,8.4,241001
2249364,Broadchurch,"The murder of a young boy in a small coastal town brings a media frenzy, which threatens to tear the community apart.",2013-,48,24,8.4,46620
0054533,The Dick Van Dyke Show,The misadventures of a TV writer both at work and at home.,1961-1966,30,158,8.4,6395
0780362,Jane Eyre,A young governess falls in love with her brooding and complex master.,2006-,45,4,8.4,15611
1839578,Person of Interest,An ex-assassin and a wealthy programmer save lives via a surveillance AI that sends them the identities of civilians involved in impending crimes.,2011-2016,43,103,8.5,132854
0310455,Foyle's War,"As WW2 rages around the world, DCS Foyle fights his own war on the home-front as he investigates crimes on the south coast of England.",2002-2015,60,28,8.4,9586
6005644,TVF Tripling,"Divorced, jobless, hopeless.",2016-,30,5,8.9,6649
2126154,This Is England '88,Christmas 1988.,2011-,60,3,8.4,6268
